SppCode1,SppCode2,SIF,Direction,sd,2.50%,97.50%,Rhat,psiA,sd,2.50%,97.50%,Rhat,psiBA,sd,2.50%,97.50%,Rhat,psiBa,sd,2.50%,97.50%,Rhat,psiB,sd,2.50%,97.50%,Rhat,pA,sd,2.50%,97.50%,Rhat,pB,sd,2.50%,97.50%,Rhat
GASA,TRST,0.85,None,0.19,0.47,1.21,1,0.29,0.09,0.15,0.5,1,0.56,0.14,0.28,0.82,1,0.7,0.09,0.53,0.86,1,0.66,0.07,0.52,0.78,1,0.01,0,0.01,0.02,1,0.03,0,0.03,0.04,1
GASA,TRSY,0.97,None,0.05,0.85,1.04,1,0.28,0.08,0.15,0.47,1,0.94,0.05,0.8,1,1,0.98,0.02,0.92,1,1,0.97,0.02,0.92,1,1,0.01,0,0.01,0.02,1,0.26,0.01,0.25,0.27,1
GEGE,CENA,1.14,None,0.11,0.9,1.33,1,0.81,0.05,0.7,0.89,1,0.2,0.06,0.1,0.32,1,0.08,0.07,0,0.26,1,0.18,0.05,0.09,0.28,1,0.13,0,0.12,0.14,1,0.11,0.01,0.09,0.13,1
GEGE,CICI,1.05,None,0.04,0.98,1.14,1,0.81,0.05,0.7,0.89,1,0.81,0.06,0.68,0.92,1,0.63,0.13,0.36,0.86,1,0.78,0.06,0.66,0.88,1,0.13,0,0.12,0.14,1,0.05,0,0.04,0.05,1
GEGE,LOAF,1,None,0.02,0.97,1.04,1,0.81,0.05,0.7,0.89,1,0.92,0.04,0.82,0.98,1,0.92,0.07,0.74,1,1,0.92,0.04,0.84,0.98,1,0.13,0,0.12,0.14,1,0.06,0,0.05,0.06,1
GEGE,ORAF,0.93,None,0.12,0.67,1.13,1,0.81,0.05,0.7,0.89,1,0.28,0.08,0.15,0.44,1,0.39,0.16,0.12,0.73,1,0.3,0.07,0.17,0.45,1,0.13,0,0.12,0.14,1,0.02,0,0.01,0.03,1
GEGE,OTCR,1.12,None,0.12,0.85,1.33,1,0.81,0.05,0.7,0.89,1,0.28,0.12,0.11,0.6,1,0.13,0.12,0,0.47,1,0.25,0.11,0.1,0.53,1,0.13,0,0.12,0.14,1,0.01,0,0,0.02,1
GEGE,PACY,1.01,None,0.02,0.99,1.05,1,0.81,0.05,0.7,0.89,1,0.98,0.02,0.93,1,1,0.92,0.07,0.74,1,1,0.97,0.02,0.92,1,1,0.13,0,0.12,0.14,1,0.31,0.01,0.29,0.32,1
GEGE,POLA,0.98,None,0.03,0.91,1.04,1,0.81,0.05,0.7,0.89,1,0.77,0.06,0.64,0.89,1,0.87,0.1,0.64,0.99,1,0.79,0.06,0.68,0.89,1,0.13,0,0.12,0.14,1,0.05,0,0.05,0.06,1
GEGE,SYCA,0.98,None,0.06,0.85,1.1,1,0.81,0.05,0.7,0.89,1,0.59,0.1,0.4,0.8,1,0.64,0.16,0.33,0.94,1,0.6,0.09,0.43,0.78,1,0.13,0,0.12,0.14,1,0.01,0,0.01,0.02,1
GEGE,SYGR,0.96,None,0.16,0.59,1.21,1,0.81,0.05,0.7,0.89,1,0.41,0.23,0.09,0.93,1,0.44,0.26,0.06,0.95,1,0.42,0.21,0.12,0.87,1,0.13,0,0.12,0.14,1,0,0,0,0.01,1
GEGE,TAOR,0.82,None,0.22,0.32,1.17,1,0.81,0.05,0.7,0.89,1,0.22,0.19,0.03,0.78,1,0.38,0.25,0.04,0.94,1,0.25,0.18,0.05,0.75,1,0.13,0,0.12,0.14,1,0.01,0.01,0,0.02,1
GEGE,TRSY,1.01,None,0.02,0.99,1.05,1,0.81,0.05,0.7,0.89,1,0.98,0.02,0.93,1,1,0.92,0.07,0.74,1,1,0.97,0.02,0.92,1,1,0.13,0,0.12,0.14,1,0.26,0.01,0.25,0.27,1
HEIC,AEME,1,None,0.15,0.65,1.28,1,0.54,0.23,0.17,0.97,1,0.72,0.12,0.45,0.92,1,0.68,0.19,0.14,0.96,1,0.72,0.06,0.61,0.83,1,0,0,0,0.01,1,0.17,0.01,0.16,0.18,1
HEIC,ALBU,1.27,None,0.46,0.51,2.31,1,0.49,0.22,0.16,0.95,1,0.39,0.15,0.14,0.72,1,0.27,0.17,0.03,0.77,1,0.31,0.06,0.19,0.44,1,0,0,0,0.01,1,0.03,0,0.02,0.04,1
HEIC,BDCR,1.9,None,0.77,0.72,3.64,1,0.39,0.19,0.14,0.92,1,0.38,0.16,0.12,0.74,1,0.13,0.11,0.01,0.41,1,0.2,0.06,0.11,0.33,1,0.01,0,0,0.01,1,0.03,0.01,0.02,0.04,1
HEIC,CENA,1.27,None,0.6,0.38,2.7,1,0.51,0.24,0.16,0.97,1,0.22,0.11,0.05,0.49,1,0.19,0.18,0.01,0.78,1,0.17,0.05,0.09,0.28,1,0,0,0,0.01,1,0.11,0.01,0.09,0.13,1
HEIC,CICI,1.05,None,0.14,0.74,1.31,1,0.54,0.23,0.17,0.96,1,0.81,0.11,0.55,0.98,1,0.67,0.2,0.12,0.96,1,0.77,0.06,0.65,0.88,1,0,0,0,0.01,1,0.05,0,0.04,0.05,1
HEIC,GEGE,1.13,None,0.11,0.91,1.34,1,0.54,0.22,0.17,0.94,1,0.9,0.08,0.7,1,1,0.62,0.21,0.09,0.9,1,0.8,0.05,0.69,0.89,1,0,0,0,0.01,1,0.13,0,0.12,0.14,1
HEIC,HIAM,0.97,None,0.63,0.06,2.54,1,0.49,0.23,0.16,0.96,1,0.37,0.28,0.01,0.95,1,0.44,0.28,0.02,0.96,1,0.39,0.22,0.06,0.86,1,0,0,0,0.01,1,0,0,0,0.01,1
HEIC,LEMI,1.17,None,0.46,0.39,2.22,1,0.51,0.22,0.16,0.96,1,0.38,0.17,0.11,0.78,1,0.31,0.19,0.03,0.83,1,0.33,0.08,0.19,0.5,1,0,0,0,0.01,1,0.02,0,0.01,0.02,1
HEIC,LOAF,0.96,None,0.09,0.74,1.08,1,0.49,0.25,0.15,0.98,1,0.89,0.09,0.65,0.99,1,0.89,0.16,0.31,1,1,0.92,0.04,0.84,0.98,1,0.01,0,0,0.01,1,0.06,0,0.05,0.06,1
HEIC,MECA,1.13,None,0.34,0.5,1.86,1,0.51,0.22,0.16,0.95,1,0.55,0.18,0.21,0.92,1,0.43,0.2,0.05,0.88,1,0.48,0.09,0.32,0.67,1,0,0,0,0.01,1,0.01,0,0.01,0.02,1
HEIC,MUMU,1.55,None,0.58,0.63,2.88,1,0.43,0.2,0.15,0.92,1,0.51,0.21,0.17,0.94,1,0.24,0.16,0.02,0.68,1,0.34,0.1,0.18,0.56,1,0.01,0,0,0.01,1,0.01,0,0.01,0.02,1
HEIC,ORAF,1.07,None,0.43,0.34,2.07,1,0.52,0.23,0.17,0.96,1,0.32,0.15,0.09,0.66,1,0.32,0.19,0.03,0.85,1,0.3,0.07,0.17,0.45,1,0,0,0,0.01,1,0.02,0,0.01,0.03,1
HEIC,OTCR,2.4,None,0.94,0.91,4.55,1,0.33,0.16,0.13,0.81,1,0.54,0.22,0.16,0.95,1,0.11,0.1,0,0.36,1,0.23,0.09,0.1,0.43,1,0.01,0,0,0.01,1,0.01,0,0,0.02,1
HEIC,PACY,0.99,None,0.04,0.89,1.05,1,0.56,0.28,0.15,0.99,1,0.96,0.04,0.84,1,1,0.9,0.19,0.24,1,1,0.97,0.02,0.92,1,1,0,0,0,0.01,1,0.31,0.01,0.29,0.32,1
HEIC,PALE,0.84,None,0.6,0.04,2.31,1,0.52,0.23,0.16,0.96,1,0.22,0.21,0.01,0.81,1,0.35,0.25,0.03,0.92,1,0.26,0.16,0.07,0.7,1,0,0,0,0.01,1,0.01,0,0,0.02,1
HEIC,POLA,0.92,None,0.15,0.57,1.18,1,0.5,0.23,0.16,0.97,1,0.74,0.13,0.43,0.95,1,0.8,0.17,0.25,0.99,1,0.8,0.06,0.68,0.89,1,0,0,0,0.01,1,0.05,0,0.05,0.06,1
HEIC,SYCA,1.33,None,0.27,0.84,1.88,1,0.48,0.2,0.16,0.91,1,0.78,0.15,0.45,0.99,1,0.42,0.19,0.04,0.79,1,0.6,0.09,0.43,0.77,1,0,0,0,0.01,1,0.02,0,0.01,0.02,1
HEIC,SYGR,0.81,None,0.52,0.04,2.03,1,0.5,0.22,0.16,0.95,1,0.32,0.26,0.01,0.92,1,0.47,0.26,0.05,0.96,1,0.39,0.2,0.11,0.84,1,0,0,0,0.01,1,0,0,0,0.01,1
HEIC,TAOR,0.96,None,0.68,0.05,2.68,1,0.51,0.23,0.16,0.96,1,0.25,0.24,0.01,0.88,1,0.33,0.26,0.02,0.93,1,0.26,0.19,0.05,0.75,1,0,0,0,0.01,1,0.01,0.01,0,0.02,1
HEIC,TRST,1,None,0.2,0.58,1.38,1,0.52,0.23,0.17,0.96,1,0.66,0.14,0.36,0.91,1,0.63,0.19,0.13,0.95,1,0.66,0.07,0.52,0.78,1,0,0,0,0.01,1,0.03,0,0.03,0.04,1
HEIC,TRSY,0.99,None,0.04,0.89,1.05,1,0.56,0.28,0.15,0.99,1,0.96,0.04,0.84,1,1,0.9,0.18,0.26,1,1,0.97,0.02,0.92,1,1,0,0,0,0.01,1,0.26,0.01,0.25,0.27,1
HIAM,ALBU,0.8,None,0.57,0.03,2.19,1,0.4,0.27,0.04,0.94,1,0.24,0.18,0.01,0.67,1,0.39,0.2,0.08,0.9,1,0.3,0.06,0.19,0.44,1,0,0,0,0.01,1,0.03,0,0.02,0.04,1
HIAM,CENA,1.05,None,0.88,0.04,3.39,1,0.43,0.29,0.04,0.96,1,0.18,0.15,0.01,0.58,1,0.25,0.2,0.03,0.84,1,0.17,0.05,0.09,0.28,1,0,0,0,0.01,1,0.11,0.01,0.09,0.13,1
HIAM,CICI,1.01,None,0.22,0.47,1.36,1,0.41,0.28,0.04,0.95,1,0.78,0.17,0.35,0.99,1,0.7,0.2,0.12,0.96,1,0.77,0.06,0.65,0.87,1,0,0,0,0.01,1,0.05,0,0.04,0.05,1
HIAM,GEGE,0.74,None,0.28,0.17,1.16,1,0.3,0.25,0.03,0.93,1,0.59,0.22,0.13,0.93,1,0.83,0.14,0.4,0.99,1,0.8,0.05,0.69,0.89,1,0,0,0,0.02,1,0.13,0,0.12,0.14,1
HIAM,LEMI,2.44,None,0.95,0.84,4.54,1,0.23,0.18,0.03,0.78,1,0.7,0.22,0.23,0.99,1,0.2,0.12,0.02,0.45,1,0.3,0.07,0.17,0.46,1,0,0,0,0.02,1,0.02,0,0.01,0.03,1
HIAM,LOAF,0.92,None,0.16,0.47,1.1,1,0.37,0.31,0.03,0.98,1,0.85,0.15,0.43,1,1,0.88,0.17,0.29,1,1.01,0.92,0.04,0.84,0.98,1,0,0,0,0.02,1,0.06,0,0.05,0.06,1
HIAM,ORAF,2.58,None,1.01,0.85,4.76,1,0.22,0.18,0.03,0.76,1,0.7,0.22,0.22,0.99,1,0.19,0.11,0.02,0.41,1,0.28,0.07,0.16,0.43,1,0,0,0,0.02,1,0.02,0,0.01,0.03,1
HIAM,OTCR,1.18,None,0.95,0.05,3.64,1,0.39,0.28,0.04,0.95,1,0.26,0.21,0.01,0.82,1,0.29,0.2,0.03,0.86,1,0.23,0.1,0.1,0.47,1,0,0,0,0.01,1,0.01,0,0,0.02,1
HIAM,PACY,0.92,None,0.13,0.52,1.04,1,0.33,0.33,0.02,0.99,1,0.89,0.13,0.5,1,1,0.93,0.15,0.39,1,1.05,0.97,0.02,0.92,1,1,0,0.01,0,0.02,1,0.31,0.01,0.29,0.32,1
HIAM,POLA,0.97,None,0.22,0.43,1.3,1,0.39,0.28,0.04,0.95,1,0.77,0.18,0.33,0.99,1,0.74,0.19,0.16,0.97,1,0.79,0.06,0.68,0.89,1,0,0,0,0.01,1,0.05,0,0.05,0.06,1
HIAM,SYCA,0.61,None,0.39,0.03,1.4,1,0.32,0.24,0.03,0.91,1,0.37,0.24,0.01,0.86,1,0.67,0.17,0.25,0.97,1,0.6,0.09,0.43,0.79,1,0,0,0,0.01,1,0.01,0,0.01,0.02,1
HIAM,SYGR,1.11,None,0.87,0.06,3.39,1,0.37,0.27,0.04,0.94,1,0.39,0.27,0.02,0.95,1,0.42,0.26,0.04,0.95,1,0.39,0.2,0.11,0.85,1,0,0,0,0.01,1,0,0,0,0.01,1
HIAM,TAOR,1.6,None,1.56,0.07,5.82,1,0.35,0.28,0.03,0.95,1,0.31,0.26,0.01,0.92,1,0.27,0.24,0.01,0.89,1,0.24,0.18,0.05,0.73,1,0,0,0,0.01,1,0.01,0.01,0,0.02,1
HIAM,TRSY,0.92,None,0.13,0.53,1.04,1,0.32,0.32,0.02,0.99,1,0.89,0.13,0.5,1,1,0.93,0.15,0.4,1,1.04,0.97,0.02,0.92,1,1,0,0.01,0,0.02,1,0.26,0.01,0.25,0.27,1
HINI,AEME,1.12,None,0.11,0.91,1.34,1,0.36,0.07,0.24,0.49,1,0.81,0.08,0.62,0.94,1,0.67,0.07,0.52,0.81,1,0.72,0.06,0.61,0.82,1,0.03,0,0.03,0.04,1,0.17,0.01,0.16,0.18,1
HINI,ATPA,0.9,None,0.23,0.47,1.37,1,0.36,0.07,0.24,0.49,1,0.37,0.11,0.17,0.61,1,0.43,0.09,0.27,0.62,1,0.41,0.07,0.28,0.56,1,0.03,0,0.03,0.04,1,0.02,0,0.02,0.03,1
HINI,BDCR,1.37,None,0.41,0.62,2.21,1,0.36,0.07,0.24,0.49,1,0.27,0.11,0.1,0.51,1,0.16,0.07,0.06,0.31,1,0.2,0.06,0.11,0.33,1,0.03,0,0.03,0.04,1,0.03,0.01,0.02,0.04,1
HINI,CENA,1.34,None,0.41,0.6,2.19,1,0.36,0.07,0.24,0.49,1,0.23,0.09,0.08,0.43,1,0.14,0.06,0.05,0.27,1,0.17,0.05,0.09,0.28,1,0.03,0,0.03,0.04,1,0.11,0.01,0.09,0.13,1
HINI,CICI,1.03,None,0.11,0.82,1.24,1,0.36,0.07,0.24,0.49,1,0.8,0.1,0.59,0.95,1,0.76,0.07,0.6,0.89,1,0.77,0.06,0.65,0.87,1,0.03,0,0.03,0.04,1,0.05,0,0.04,0.05,1
HINI,GASA,0.66,None,0.3,0.17,1.3,1,0.36,0.07,0.24,0.49,1,0.2,0.11,0.04,0.47,1,0.37,0.11,0.18,0.62,1,0.31,0.09,0.16,0.51,1,0.03,0,0.03,0.04,1,0.01,0,0.01,0.02,1
HINI,GEGE,1.09,None,0.09,0.92,1.26,1,0.36,0.07,0.24,0.5,1,0.86,0.07,0.7,0.97,1,0.76,0.07,0.61,0.88,1,0.8,0.05,0.69,0.88,1,0.03,0,0.03,0.04,1,0.13,0,0.12,0.14,1
HINI,HEIC,1.16,None,0.39,0.47,1.99,1,0.36,0.07,0.24,0.49,1,0.55,0.23,0.15,0.97,1,0.45,0.22,0.12,0.94,1,0.49,0.19,0.18,0.88,1,0.03,0,0.03,0.04,1,0,0,0,0.01,1
HINI,HIAM,0.71,None,0.5,0.03,1.85,1,0.36,0.07,0.24,0.49,1,0.3,0.26,0.01,0.92,1,0.49,0.27,0.07,0.97,1,0.43,0.22,0.07,0.85,1,0.03,0,0.03,0.04,1,0,0,0,0.01,1
HINI,HYAF,1.24,None,0.17,0.92,1.59,1,0.36,0.06,0.24,0.49,1,0.7,0.11,0.48,0.88,1,0.49,0.08,0.33,0.66,1,0.56,0.07,0.44,0.69,1,0.03,0,0.03,0.04,1,0.04,0,0.04,0.05,1
HINI,ICAL,1.3,None,0.28,0.8,1.92,1,0.36,0.07,0.24,0.49,1,0.76,0.16,0.4,0.99,1,0.51,0.18,0.2,0.91,1,0.6,0.14,0.34,0.89,1,0.03,0,0.03,0.04,1,0.01,0,0,0.01,1
HINI,LEMI,0.77,None,0.29,0.27,1.37,1,0.36,0.07,0.24,0.49,1,0.25,0.11,0.07,0.51,1,0.37,0.1,0.19,0.59,1,0.33,0.08,0.19,0.5,1,0.03,0,0.03,0.04,1,0.02,0,0.01,0.02,1
HINI,LOAF,0.95,None,0.06,0.81,1.05,1,0.36,0.07,0.24,0.49,1,0.88,0.07,0.7,0.98,1,0.95,0.04,0.85,1,1,0.92,0.04,0.84,0.98,1,0.03,0,0.03,0.04,1,0.06,0,0.05,0.06,1
HINI,MATE,0.72,None,0.51,0.03,1.92,1,0.36,0.07,0.24,0.49,1,0.3,0.26,0.01,0.92,1,0.49,0.27,0.06,0.97,1,0.42,0.22,0.07,0.85,1,0.03,0,0.03,0.04,1,0,0,0,0.01,1
HINI,MECA,0.76,None,0.22,0.36,1.21,1,0.36,0.07,0.24,0.49,1,0.37,0.13,0.15,0.65,1,0.56,0.12,0.34,0.8,1,0.49,0.09,0.32,0.69,1,0.03,0,0.03,0.04,1,0.01,0,0.01,0.02,1
HINI,MUMU,0.66,None,0.29,0.17,1.29,1,0.36,0.07,0.24,0.49,1,0.23,0.13,0.05,0.54,1,0.41,0.13,0.2,0.73,1,0.35,0.11,0.18,0.6,1,0.03,0,0.03,0.04,1,0.01,0,0.01,0.02,1
HINI,ORAF,0.78,None,0.29,0.27,1.39,1,0.36,0.07,0.24,0.49,1,0.23,0.11,0.07,0.47,1,0.34,0.09,0.18,0.53,1,0.3,0.07,0.18,0.45,1,0.03,0,0.03,0.04,1,0.02,0,0.01,0.03,1
HINI,OTCR,1.63,None,0.46,0.77,2.6,1,0.36,0.07,0.24,0.49,1,0.38,0.17,0.13,0.8,1,0.16,0.1,0.03,0.39,1,0.24,0.1,0.1,0.48,1,0.03,0,0.03,0.04,1,0.01,0,0,0.02,1
HINI,OUOU,1.11,None,0.08,0.95,1.27,1,0.36,0.07,0.24,0.49,1,0.9,0.06,0.74,0.99,1,0.77,0.07,0.62,0.89,1,0.82,0.05,0.71,0.9,1,0.03,0,0.03,0.04,1,0.12,0,0.11,0.13,1
HINI,PACY,0.99,None,0.03,0.91,1.04,1,0.36,0.07,0.24,0.49,1,0.96,0.04,0.84,1,1,0.98,0.02,0.91,1,1,0.97,0.02,0.91,1,1,0.03,0,0.03,0.04,1,0.31,0.01,0.29,0.32,1
HINI,PALE,0.47,None,0.38,0.01,1.4,1,0.36,0.07,0.24,0.49,1,0.14,0.16,0,0.59,1,0.36,0.21,0.09,0.9,1,0.28,0.17,0.07,0.7,1,0.03,0,0.03,0.04,1,0.01,0,0,0.02,1
HINI,POLA,0.99,None,0.1,0.77,1.18,1,0.36,0.07,0.24,0.49,1,0.78,0.1,0.57,0.94,1,0.8,0.07,0.65,0.92,1,0.8,0.06,0.68,0.89,1,0.03,0,0.03,0.04,1,0.05,0,0.05,0.06,1
HINI,RERE,1.16,None,0.13,0.9,1.44,1,0.36,0.06,0.24,0.49,1,0.76,0.09,0.56,0.92,1,0.6,0.08,0.44,0.76,1,0.66,0.06,0.53,0.77,1,0.03,0,0.03,0.04,1,0.05,0,0.04,0.06,1
HINI,SYCA,1.14,None,0.19,0.78,1.53,1,0.36,0.07,0.24,0.49,1,0.68,0.14,0.41,0.94,1,0.55,0.11,0.35,0.78,1,0.6,0.09,0.43,0.78,1,0.03,0,0.03,0.04,1,0.01,0,0.01,0.02,1
HINI,SYGR,1.94,None,0.54,0.96,3.09,1,0.36,0.06,0.24,0.49,1,0.59,0.23,0.19,0.98,1,0.18,0.15,0.02,0.6,1,0.32,0.15,0.1,0.67,1,0.03,0,0.03,0.04,1,0,0,0,0.01,1
HINI,TAOR,0.61,None,0.47,0.02,1.71,1,0.36,0.07,0.24,0.49,1,0.18,0.2,0,0.77,1,0.35,0.24,0.06,0.92,1,0.29,0.19,0.05,0.75,1,0.03,0,0.03,0.04,1,0.01,0.01,0,0.02,1
HINI,TRSY,0.99,None,0.03,0.91,1.04,1,0.36,0.07,0.24,0.49,1,0.96,0.04,0.85,1,1,0.98,0.02,0.91,1,1,0.97,0.02,0.92,1,1,0.03,0,0.03,0.04,1,0.26,0.01,0.25,0.27,1
HYAF,AEME,1.11,None,0.08,0.97,1.28,1,0.57,0.07,0.44,0.7,1,0.8,0.07,0.66,0.92,1,0.62,0.09,0.43,0.79,1,0.72,0.06,0.61,0.83,1,0.04,0,0.04,0.05,1,0.17,0.01,0.16,0.18,1
HYAF,ALBU,0.95,None,0.19,0.58,1.32,1,0.57,0.07,0.44,0.7,1,0.29,0.08,0.15,0.47,1,0.33,0.1,0.15,0.54,1,0.31,0.06,0.19,0.44,1,0.04,0,0.04,0.05,1,0.03,0,0.02,0.04,1
HYAF,ATPA,1.14,None,0.16,0.84,1.47,1,0.57,0.07,0.44,0.7,1,0.46,0.09,0.29,0.65,1,0.33,0.1,0.15,0.56,1,0.41,0.07,0.28,0.55,1,0.04,0,0.04,0.05,1,0.02,0,0.02,0.03,1
HYAF,BDCR,1.01,None,0.25,0.52,1.49,1,0.57,0.07,0.44,0.7,1,0.21,0.07,0.08,0.37,1,0.2,0.09,0.06,0.4,1,0.2,0.06,0.11,0.33,1,0.04,0,0.04,0.05,1,0.03,0.01,0.02,0.04,1
HYAF,CENA,1.33,None,0.24,0.85,1.8,1,0.57,0.07,0.43,0.69,1,0.23,0.07,0.11,0.38,1,0.1,0.06,0.02,0.24,1,0.18,0.05,0.09,0.28,1,0.05,0,0.04,0.05,1,0.11,0.01,0.09,0.13,1
HYAF,CICI,1.12,None,0.08,0.99,1.29,1,0.57,0.07,0.43,0.69,1,0.86,0.06,0.72,0.96,1,0.65,0.1,0.45,0.83,1,0.77,0.06,0.65,0.87,1,0.04,0,0.04,0.05,1,0.05,0,0.04,0.05,1
HYAF,GASA,0.97,None,0.22,0.54,1.41,1,0.57,0.07,0.44,0.7,1,0.3,0.11,0.13,0.55,1,0.32,0.13,0.11,0.62,1,0.31,0.09,0.16,0.51,1,0.04,0,0.04,0.05,1,0.01,0,0.01,0.02,1
HYAF,GEGE,1.08,None,0.06,0.97,1.21,1,0.57,0.07,0.44,0.7,1,0.86,0.06,0.73,0.95,1,0.72,0.09,0.53,0.87,1,0.8,0.05,0.69,0.89,1,0.04,0,0.04,0.05,1,0.13,0,0.12,0.14,1
HYAF,HEIC,1.05,None,0.24,0.57,1.53,1,0.57,0.07,0.44,0.7,1,0.52,0.22,0.16,0.96,1,0.47,0.24,0.1,0.95,1,0.5,0.19,0.18,0.87,1,0.04,0,0.04,0.05,1,0,0,0,0.01,1
HYAF,HIAM,1.28,None,0.35,0.54,1.93,1,0.57,0.07,0.44,0.7,1,0.51,0.26,0.08,0.97,1,0.28,0.25,0.01,0.9,1,0.41,0.21,0.07,0.83,1,0.04,0,0.04,0.05,1,0,0,0,0.01,1
HYAF,ICAL,1.21,None,0.19,0.87,1.61,1,0.57,0.07,0.44,0.7,1,0.73,0.16,0.4,0.99,1,0.45,0.21,0.13,0.91,1,0.61,0.14,0.34,0.89,1,0.04,0,0.04,0.05,1,0.01,0,0,0.01,1
HYAF,LEMI,1.19,None,0.2,0.79,1.6,1,0.57,0.07,0.44,0.7,1,0.38,0.11,0.2,0.61,1,0.24,0.11,0.07,0.49,1,0.32,0.08,0.19,0.5,1,0.04,0,0.04,0.05,1,0.02,0,0.01,0.02,1
HYAF,LOAF,1.04,None,0.04,0.97,1.13,1,0.57,0.07,0.44,0.7,1,0.96,0.04,0.86,1,1,0.88,0.07,0.72,0.98,1,0.92,0.04,0.84,0.98,1,0.04,0,0.04,0.05,1,0.06,0,0.05,0.06,1
HYAF,MATE,0.51,None,0.35,0.02,1.26,1,0.57,0.07,0.44,0.7,1,0.2,0.21,0,0.81,1,0.52,0.26,0.08,0.97,1,0.34,0.19,0.06,0.78,1,0.04,0,0.04,0.05,1,0,0,0,0.01,1
HYAF,MECA,1.16,None,0.16,0.85,1.48,1,0.57,0.07,0.44,0.7,1,0.55,0.12,0.34,0.79,1,0.38,0.13,0.16,0.66,1,0.48,0.09,0.32,0.67,1,0.04,0,0.04,0.05,1,0.02,0,0.01,0.02,1
HYAF,MUMU,1.36,None,0.22,0.94,1.82,1,0.57,0.07,0.44,0.69,1,0.45,0.14,0.22,0.77,1,0.18,0.11,0.03,0.45,1,0.33,0.1,0.17,0.57,1,0.04,0,0.04,0.05,1,0.01,0,0.01,0.02,1
HYAF,OTCR,1.19,None,0.27,0.64,1.71,1,0.57,0.07,0.44,0.7,1,0.28,0.13,0.1,0.6,1,0.18,0.12,0.03,0.49,1,0.24,0.1,0.1,0.49,1,0.04,0,0.04,0.05,1,0.01,0,0,0.02,1
HYAF,OUOU,1.06,None,0.06,0.96,1.19,1,0.57,0.07,0.44,0.7,1,0.87,0.06,0.74,0.96,1,0.75,0.08,0.57,0.9,1,0.82,0.05,0.71,0.91,1,0.04,0,0.04,0.05,1,0.12,0,0.11,0.13,1
HYAF,PACY,1,None,0.02,0.96,1.05,1,0.57,0.07,0.44,0.7,1,0.97,0.03,0.9,1,1,0.96,0.04,0.87,1,1,0.97,0.02,0.91,1,1,0.04,0,0.04,0.05,1,0.31,0.01,0.29,0.32,1
HYAF,PALE,1.15,None,0.32,0.5,1.75,1,0.57,0.07,0.44,0.7,1,0.32,0.21,0.07,0.87,1,0.23,0.19,0.02,0.77,1,0.28,0.17,0.07,0.73,1,0.04,0,0.04,0.05,1,0.01,0,0,0.02,1
HYAF,SYCA,0.95,None,0.12,0.7,1.19,1,0.57,0.07,0.44,0.7,1,0.57,0.11,0.36,0.8,1,0.65,0.14,0.39,0.91,1,0.6,0.09,0.43,0.79,1,0.04,0,0.04,0.05,1,0.01,0,0.01,0.02,1
HYAF,SYGR,1.24,None,0.29,0.66,1.8,1,0.57,0.07,0.44,0.7,1,0.5,0.24,0.13,0.96,1,0.3,0.23,0.02,0.88,1,0.41,0.2,0.12,0.83,1,0.04,0,0.04,0.05,1,0,0,0,0.01,1
HYAF,TAOR,0.74,None,0.35,0.13,1.45,1,0.57,0.07,0.44,0.7,1,0.21,0.19,0.02,0.77,1,0.36,0.25,0.05,0.93,1,0.28,0.18,0.05,0.74,1,0.04,0,0.04,0.05,1,0.01,0.01,0,0.02,1
HYAF,TRST,0.98,None,0.09,0.79,1.16,1,0.57,0.07,0.44,0.7,1,0.64,0.09,0.46,0.8,1,0.68,0.1,0.47,0.86,1,0.66,0.07,0.52,0.78,1,0.04,0,0.04,0.05,1,0.03,0,0.03,0.04,1
HYAF,TRSY,1,None,0.02,0.96,1.05,1,0.57,0.07,0.44,0.7,1,0.97,0.03,0.9,1,1,0.96,0.03,0.87,1,1,0.97,0.02,0.92,1,1,0.04,0,0.04,0.05,1,0.26,0.01,0.25,0.27,1
ICAL,AEME,1.11,None,0.11,0.91,1.35,1,0.7,0.17,0.37,0.97,1,0.8,0.09,0.62,0.95,1,0.51,0.22,0.05,0.91,1,0.72,0.06,0.61,0.83,1,0,0,0,0.01,1,0.17,0.01,0.16,0.18,1
ICAL,ALBU,1.25,None,0.31,0.74,1.96,1,0.64,0.18,0.34,0.97,1,0.38,0.12,0.18,0.64,1,0.23,0.18,0.01,0.76,1,0.31,0.06,0.19,0.44,1,0.01,0,0,0.01,1,0.03,0,0.02,0.04,1
ICAL,BDCR,1.3,None,0.41,0.66,2.24,1,0.63,0.19,0.33,0.98,1,0.26,0.11,0.1,0.51,1,0.17,0.17,0.01,0.72,1,0.2,0.06,0.11,0.33,1,0.01,0,0,0.01,1,0.03,0.01,0.02,0.04,1
ICAL,CENA,0.84,None,0.31,0.26,1.5,1,0.73,0.17,0.37,0.99,1,0.15,0.07,0.04,0.3,1,0.32,0.23,0.03,0.9,1,0.17,0.05,0.09,0.28,1,0,0,0,0.01,1,0.11,0.01,0.09,0.13,1
ICAL,GEGE,1.1,None,0.09,0.95,1.28,1,0.71,0.16,0.37,0.97,1,0.88,0.07,0.72,0.98,1,0.56,0.23,0.06,0.92,1,0.8,0.05,0.69,0.89,1,0,0,0,0.01,1,0.13,0,0.12,0.14,1
