,Camera,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName
285131,K06,Baboon,12/14/16 5:15,12/14/16,5:15:57,87,1,0,0,Complete/K06/Baboon,EK001507.JPG
285132,K06,Baboon,12/14/16 5:15,12/14/16,5:15:58,1,0,0,0,Complete/K06/Baboon,EK001508.JPG
285010,K06,Baboon,11/20/16 5:15,11/20/16,5:15:59,111,2,0,0,Complete/K06/Baboon,EK000423.JPG
285011,K06,Baboon,11/20/16 5:15,11/20/16,5:15:59,111,2,0,0,Complete/K06/Baboon,EK000424.JPG
334857,L13,Baboon,11/8/16 5:16,11/8/16,5:16:05,0,0,0,0,Complete/L13/Baboon,11080015.JPG
334858,L13,Baboon,11/8/16 5:16,11/8/16,5:16:05,0,0,0,0,Complete/L13/Baboon,11080016.JPG
285053,K06,Baboon,11/27/16 5:16,11/27/16,5:16:31,41897,698,11.6,0.5,Complete/K06/Baboon,EK000783.JPG
285133,K06,Baboon,12/14/16 5:16,12/14/16,5:16:42,44,1,0,0,Complete/K06/Baboon,EK001509.JPG
285134,K06,Baboon,12/14/16 5:16,12/14/16,5:16:42,44,1,0,0,Complete/K06/Baboon,EK001510.JPG
285012,K06,Baboon,11/20/16 5:16,11/20/16,5:16:46,47,1,0,0,Complete/K06/Baboon,EK000425.JPG
285013,K06,Baboon,11/20/16 5:16,11/20/16,5:16:46,47,1,0,0,Complete/K06/Baboon,EK000426.JPG
339441,M10,Baboon,11/12/16 5:16,11/12/16,5:16:58,191,3,0,0,Complete/M10/Baboon,11120105.JPG
339442,M10,Baboon,11/12/16 5:17,11/12/16,5:17:00,2,0,0,0,Complete/M10/Baboon,11120106.JPG
68145,E06,Baboon,12/11/16 5:17,12/11/16,5:17:10,122,2,0,0,Complete/E06/Baboon,EK002215.JPG
68146,E06,Baboon,12/11/16 5:17,12/11/16,5:17:10,122,2,0,0,Complete/E06/Baboon,EK002216.JPG
285014,K06,Baboon,11/20/16 5:17,11/20/16,5:17:39,53,1,0,0,Complete/K06/Baboon,EK000427.JPG
285015,K06,Baboon,11/20/16 5:17,11/20/16,5:17:40,1,0,0,0,Complete/K06/Baboon,EK000428.JPG
285135,K06,Baboon,12/14/16 5:17,12/14/16,5:17:48,66,1,0,0,Complete/K06/Baboon,EK001511.JPG
285136,K06,Baboon,12/14/16 5:17,12/14/16,5:17:49,1,0,0,0,Complete/K06/Baboon,EK001512.JPG
111151,G06,Baboon,11/8/16 5:17,11/8/16,5:17:51,0,0,0,0,Complete/G06/Baboon,11080037.JPG
111152,G06,Baboon,11/8/16 5:17,11/8/16,5:17:53,2,0,0,0,Complete/G06/Baboon,11080038.JPG
68147,E06,Baboon,12/11/16 5:18,12/11/16,5:18:09,59,1,0,0,Complete/E06/Baboon,EK002217.JPG
68148,E06,Baboon,12/11/16 5:18,12/11/16,5:18:10,1,0,0,0,Complete/E06/Baboon,EK002218.JPG
141245,H05,Baboon,11/23/16 5:18,11/23/16,5:18:10,373,6,0.1,0,Complete/H05/Baboon,EK000769.JPG
141246,H05,Baboon,11/23/16 5:18,11/23/16,5:18:11,1,0,0,0,Complete/H05/Baboon,EK000770.JPG
68296,E06,Baboon,12/29/16 5:18,12/29/16,5:18:24,43114,719,12,0.5,Complete/E06/Baboon,EK002857.JPG
68297,E06,Baboon,12/29/16 5:18,12/29/16,5:18:25,1,0,0,0,Complete/E06/Baboon,EK002858.JPG
330387,L11,Baboon,11/27/16 5:18,11/27/16,5:18:36,162,3,0,0,Complete/L11/Baboon,11270257.JPG
330388,L11,Baboon,11/27/16 5:18,11/27/16,5:18:37,1,0,0,0,Complete/L11/Baboon,11270258.JPG
285016,K06,Baboon,11/20/16 5:18,11/20/16,5:18:45,65,1,0,0,Complete/K06/Baboon,EK000429.JPG
285017,K06,Baboon,11/20/16 5:18,11/20/16,5:18:45,65,1,0,0,Complete/K06/Baboon,EK000430.JPG
272730,K04,Baboon,12/31/16 5:18,12/31/16,5:18:58,289,5,0.1,0,Complete/K04/Baboon,12310746.JPG
272731,K04,Baboon,12/31/16 5:19,12/31/16,5:19:00,2,0,0,0,Complete/K04/Baboon,12310747.JPG
26868,C06,Baboon,12/10/16 5:19,12/10/16,5:19:15,140123,2335,38.9,1.6,Complete/C06/Baboon,12100121.JPG
26869,C06,Baboon,12/10/16 5:19,12/10/16,5:19:17,2,0,0,0,Complete/C06/Baboon,12100122.JPG
285018,K06,Baboon,11/20/16 5:19,11/20/16,5:19:20,35,1,0,0,Complete/K06/Baboon,EK000431.JPG
285019,K06,Baboon,11/20/16 5:19,11/20/16,5:19:20,35,1,0,0,Complete/K06/Baboon,EK000432.JPG
339443,M10,Baboon,11/12/16 5:19,11/12/16,5:19:20,140,2,0,0,Complete/M10/Baboon,11120107.JPG
339444,M10,Baboon,11/12/16 5:19,11/12/16,5:19:21,1,0,0,0,Complete/M10/Baboon,11120108.JPG
339804,M10,Baboon,12/8/16 5:19,12/8/16,5:19:34,848,14,0.2,0,Complete/M10/Baboon,12080993.JPG
286534,K06,Baboon,4/18/17 5:19,4/18/17,5:19:35,56178,936,15.6,0.6,Complete/K06/Baboon,EK003410.JPG
286535,K06,Baboon,4/18/17 5:19,4/18/17,5:19:36,1,0,0,0,Complete/K06/Baboon,EK003411.JPG
339805,M10,Baboon,12/8/16 5:19,12/8/16,5:19:36,2,0,0,0,Complete/M10/Baboon,12080994.JPG
67842,E06,Baboon,11/23/16 5:19,11/23/16,5:19:37,58143,969,16.1,0.7,Complete/E06/Baboon,EK001053.JPG
67843,E06,Baboon,11/23/16 5:19,11/23/16,5:19:38,1,0,0,0,Complete/E06/Baboon,EK001054.JPG
68149,E06,Baboon,12/11/16 5:19,12/11/16,5:19:48,98,2,0,0,Complete/E06/Baboon,EK002219.JPG
68150,E06,Baboon,12/11/16 5:19,12/11/16,5:19:49,1,0,0,0,Complete/E06/Baboon,EK002220.JPG
339560,M10,Baboon,11/25/16 5:19,11/25/16,5:19:53,375,6,0.1,0,Complete/M10/Baboon,11250527.JPG
285020,K06,Baboon,11/20/16 5:19,11/20/16,5:19:55,35,1,0,0,Complete/K06/Baboon,EK000433.JPG
285137,K06,Baboon,12/14/16 5:19,12/14/16,5:19:55,126,2,0,0,Complete/K06/Baboon,EK001513.JPG
339561,M10,Baboon,11/25/16 5:19,11/25/16,5:19:55,2,0,0,0,Complete/M10/Baboon,11250528.JPG
285021,K06,Baboon,11/20/16 5:19,11/20/16,5:19:56,1,0,0,0,Complete/K06/Baboon,EK000434.JPG
285138,K06,Baboon,12/14/16 5:19,12/14/16,5:19:56,1,0,0,0,Complete/K06/Baboon,EK001514.JPG
129776,H03,Baboon,3/7/17 5:19,3/7/17,5:19:58,317065,5284,88.1,3.7,Complete/H03/Baboon,03070992.JPG
129777,H03,Baboon,3/7/17 5:19,3/7/17,5:19:59,1,0,0,0,Complete/H03/Baboon,03070993.JPG
67844,E06,Baboon,11/23/16 5:20,11/23/16,5:20:13,35,1,0,0,Complete/E06/Baboon,EK001055.JPG
286536,K06,Baboon,4/18/17 5:20,4/18/17,5:20:13,37,1,0,0,Complete/K06/Baboon,EK003412.JPG
67845,E06,Baboon,11/23/16 5:20,11/23/16,5:20:14,1,0,0,0,Complete/E06/Baboon,EK001056.JPG
286537,K06,Baboon,4/18/17 5:20,4/18/17,5:20:14,1,0,0,0,Complete/K06/Baboon,EK003413.JPG
286290,K06,Baboon,3/25/17 5:20,3/25/17,5:20:18,150572,2510,41.8,1.7,Complete/K06/Baboon,EK000068.JPG
286291,K06,Baboon,3/25/17 5:20,3/25/17,5:20:18,150572,2510,41.8,1.7,Complete/K06/Baboon,EK000069.JPG
330389,L11,Baboon,11/27/16 5:20,11/27/16,5:20:36,119,2,0,0,Complete/L11/Baboon,11270259.JPG
330390,L11,Baboon,11/27/16 5:20,11/27/16,5:20:37,1,0,0,0,Complete/L11/Baboon,11270260.JPG
285139,K06,Baboon,12/14/16 5:20,12/14/16,5:20:38,42,1,0,0,Complete/K06/Baboon,EK001515.JPG
285140,K06,Baboon,12/14/16 5:20,12/14/16,5:20:38,42,1,0,0,Complete/K06/Baboon,EK001516.JPG
285022,K06,Baboon,11/20/16 5:20,11/20/16,5:20:40,44,1,0,0,Complete/K06/Baboon,EK000435.JPG
285023,K06,Baboon,11/20/16 5:20,11/20/16,5:20:41,1,0,0,0,Complete/K06/Baboon,EK000436.JPG
67846,E06,Baboon,11/23/16 5:20,11/23/16,5:20:49,35,1,0,0,Complete/E06/Baboon,EK001057.JPG
67847,E06,Baboon,11/23/16 5:20,11/23/16,5:20:49,35,1,0,0,Complete/E06/Baboon,EK001058.JPG
286538,K06,Baboon,4/18/17 5:20,4/18/17,5:20:53,39,1,0,0,Complete/K06/Baboon,EK003414.JPG
286539,K06,Baboon,4/18/17 5:20,4/18/17,5:20:54,1,0,0,0,Complete/K06/Baboon,EK003415.JPG
339562,M10,Baboon,11/25/16 5:20,11/25/16,5:20:55,60,1,0,0,Complete/M10/Baboon,11250529.JPG
339563,M10,Baboon,11/25/16 5:20,11/25/16,5:20:56,1,0,0,0,Complete/M10/Baboon,11250530.JPG
11683,A10,Baboon,11/11/16 5:21,11/11/16,5:21:11,0,0,0,0,Complete/A10/Baboon,11110091.JPG
11684,A10,Baboon,11/11/16 5:21,11/11/16,5:21:13,2,0,0,0,Complete/A10/Baboon,11110092.JPG
339445,M10,Baboon,11/12/16 5:21,11/12/16,5:21:22,121,2,0,0,Complete/M10/Baboon,11120109.JPG
67848,E06,Baboon,11/23/16 5:21,11/23/16,5:21:24,35,1,0,0,Complete/E06/Baboon,EK001059.JPG
339446,M10,Baboon,11/12/16 5:21,11/12/16,5:21:24,2,0,0,0,Complete/M10/Baboon,11120110.JPG
67849,E06,Baboon,11/23/16 5:21,11/23/16,5:21:25,1,0,0,0,Complete/E06/Baboon,EK001060.JPG
22637,B09,Baboon,12/17/16 5:21,12/17/16,5:21:28,79074,1318,22,0.9,Complete/B09/Baboon,12170255.JPG
285141,K06,Baboon,12/14/16 5:21,12/14/16,5:21:28,50,1,0,0,Complete/K06/Baboon,EK001517.JPG
285142,K06,Baboon,12/14/16 5:21,12/14/16,5:21:29,1,0,0,0,Complete/K06/Baboon,EK001518.JPG
22638,B09,Baboon,12/17/16 5:21,12/17/16,5:21:30,2,0,0,0,Complete/B09/Baboon,12170256.JPG
286540,K06,Baboon,4/18/17 5:21,4/18/17,5:21:31,37,1,0,0,Complete/K06/Baboon,EK003416.JPG
286541,K06,Baboon,4/18/17 5:21,4/18/17,5:21:31,37,1,0,0,Complete/K06/Baboon,EK003417.JPG
285024,K06,Baboon,11/20/16 5:21,11/20/16,5:21:35,54,1,0,0,Complete/K06/Baboon,EK000437.JPG
285025,K06,Baboon,11/20/16 5:21,11/20/16,5:21:36,1,0,0,0,Complete/K06/Baboon,EK000438.JPG
141247,H05,Baboon,11/23/16 5:22,11/23/16,5:22:07,236,4,0.1,0,Complete/H05/Baboon,EK000771.JPG
141248,H05,Baboon,11/23/16 5:22,11/23/16,5:22:07,236,4,0.1,0,Complete/H05/Baboon,EK000772.JPG
286542,K06,Baboon,4/18/17 5:22,4/18/17,5:22:15,44,1,0,0,Complete/K06/Baboon,EK003418.JPG
286543,K06,Baboon,4/18/17 5:22,4/18/17,5:22:15,44,1,0,0,Complete/K06/Baboon,EK003419.JPG
339564,M10,Baboon,11/25/16 5:22,11/25/16,5:22:17,81,1,0,0,Complete/M10/Baboon,11250531.JPG
339565,M10,Baboon,11/25/16 5:22,11/25/16,5:22:19,2,0,0,0,Complete/M10/Baboon,11250532.JPG
301440,K08,Baboon,11/15/16 5:22,11/15/16,5:22:29,50087,835,13.9,0.6,Complete/K08/Baboon,11150045.JPG
301441,K08,Baboon,11/15/16 5:22,11/15/16,5:22:31,2,0,0,0,Complete/K08/Baboon,11150046.JPG
129587,H03,Baboon,11/19/16 5:22,11/19/16,5:22:32,414656,6911,115.2,4.8,Complete/H03/Baboon,11190565.JPG
129588,H03,Baboon,11/19/16 5:22,11/19/16,5:22:33,1,0,0,0,Complete/H03/Baboon,11190566.JPG
330391,L11,Baboon,11/27/16 5:22,11/27/16,5:22:41,124,2,0,0,Complete/L11/Baboon,11270261.JPG
330392,L11,Baboon,11/27/16 5:22,11/27/16,5:22:43,2,0,0,0,Complete/L11/Baboon,11270262.JPG
267505,J13,Baboon,11/8/16 5:22,11/8/16,5:22:48,727,12,0.2,0,Complete/J13/Baboon,EK000145.JPG
267506,J13,Baboon,11/8/16 5:22,11/8/16,5:22:48,727,12,0.2,0,Complete/J13/Baboon,EK000146.JPG
286544,K06,Baboon,4/18/17 5:22,4/18/17,5:22:53,38,1,0,0,Complete/K06/Baboon,EK003420.JPG
330482,L11,Baboon,1/11/17 5:22,1/11/17,5:22:53,57302,955,15.9,0.7,Complete/L11/Baboon,01110915.JPG
330483,L11,Baboon,1/11/17 5:22,1/11/17,5:22:53,57302,955,15.9,0.7,Complete/L11/Baboon,01110916.JPG
286545,K06,Baboon,4/18/17 5:22,4/18/17,5:22:54,1,0,0,0,Complete/K06/Baboon,EK003421.JPG
285026,K06,Baboon,11/20/16 5:23,11/20/16,5:23:06,90,2,0,0,Complete/K06/Baboon,EK000439.JPG
285027,K06,Baboon,11/20/16 5:23,11/20/16,5:23:07,1,0,0,0,Complete/K06/Baboon,EK000440.JPG
129647,H03,Baboon,12/13/16 5:23,12/13/16,5:23:14,1698,28,0.5,0,Complete/H03/Baboon,12130784.JPG
129648,H03,Baboon,12/13/16 5:23,12/13/16,5:23:14,1698,28,0.5,0,Complete/H03/Baboon,12130785.JPG
285143,K06,Baboon,12/14/16 5:23,12/14/16,5:23:15,106,2,0,0,Complete/K06/Baboon,EK001519.JPG
285144,K06,Baboon,12/14/16 5:23,12/14/16,5:23:16,1,0,0,0,Complete/K06/Baboon,EK001520.JPG
141545,H05,Baboon,1/9/17 5:23,1/9/17,5:23:17,55605,927,15.4,0.6,Complete/H05/Baboon,EK002727.JPG
141546,H05,Baboon,1/9/17 5:23,1/9/17,5:23:18,1,0,0,0,Complete/H05/Baboon,EK002728.JPG
330393,L11,Baboon,11/27/16 5:23,11/27/16,5:23:19,36,1,0,0,Complete/L11/Baboon,11270263.JPG
141249,H05,Baboon,11/23/16 5:23,11/23/16,5:23:22,75,1,0,0,Complete/H05/Baboon,EK000773.JPG
141250,H05,Baboon,11/23/16 5:23,11/23/16,5:23:23,1,0,0,0,Complete/H05/Baboon,EK000774.JPG
284942,K06,Baboon,11/19/16 5:23,11/19/16,5:23:32,86048,1434,23.9,1,Complete/K06/Baboon,EK000345.JPG
284943,K06,Baboon,11/19/16 5:23,11/19/16,5:23:33,1,0,0,0,Complete/K06/Baboon,EK000346.JPG
339447,M10,Baboon,11/12/16 5:23,11/12/16,5:23:42,138,2,0,0,Complete/M10/Baboon,11120111.JPG
339448,M10,Baboon,11/12/16 5:23,11/12/16,5:23:44,2,0,0,0,Complete/M10/Baboon,11120112.JPG
68125,E06,Baboon,12/10/16 5:23,12/10/16,5:23:46,150049,2501,41.7,1.7,Complete/E06/Baboon,EK002121.JPG
67850,E06,Baboon,11/23/16 5:23,11/23/16,5:23:47,142,2,0,0,Complete/E06/Baboon,EK001061.JPG
68126,E06,Baboon,12/10/16 5:23,12/10/16,5:23:47,1,0,0,0,Complete/E06/Baboon,EK002122.JPG
67851,E06,Baboon,11/23/16 5:23,11/23/16,5:23:48,1,0,0,0,Complete/E06/Baboon,EK001062.JPG
68358,E06,Baboon,1/20/17 5:23,1/20/17,5:23:49,322781,5380,89.7,3.7,Complete/E06/Baboon,EK004321.JPG
68359,E06,Baboon,1/20/17 5:23,1/20/17,5:23:50,1,0,0,0,Complete/E06/Baboon,EK004322.JPG
215728,I14,Baboon,12/11/16 5:23,12/11/16,5:23:50,79637,1327,22.1,0.9,Complete/I14/Baboon,12110574.JPG
330394,L11,Baboon,11/27/16 5:23,11/27/16,5:23:50,31,1,0,0,Complete/L11/Baboon,11270265.JPG
339566,M10,Baboon,11/25/16 5:23,11/25/16,5:23:50,91,2,0,0,Complete/M10/Baboon,11250533.JPG
215729,I14,Baboon,12/11/16 5:23,12/11/16,5:23:51,1,0,0,0,Complete/I14/Baboon,12110575.JPG
330395,L11,Baboon,11/27/16 5:23,11/27/16,5:23:51,1,0,0,0,Complete/L11/Baboon,11270266.JPG
339567,M10,Baboon,11/25/16 5:23,11/25/16,5:23:52,2,0,0,0,Complete/M10/Baboon,11250534.JPG
285054,K06,Baboon,11/27/16 5:23,11/27/16,5:23:56,445,7,0.1,0,Complete/K06/Baboon,EK000785.JPG
285055,K06,Baboon,11/27/16 5:23,11/27/16,5:23:56,445,7,0.1,0,Complete/K06/Baboon,EK000786.JPG
285028,K06,Baboon,11/20/16 5:24,11/20/16,5:24:03,56,1,0,0,Complete/K06/Baboon,EK000441.JPG
285029,K06,Baboon,11/20/16 5:24,11/20/16,5:24:04,1,0,0,0,Complete/K06/Baboon,EK000442.JPG
339449,M10,Baboon,11/12/16 5:24,11/12/16,5:24:17,33,1,0,0,Complete/M10/Baboon,11120113.JPG
339450,M10,Baboon,11/12/16 5:24,11/12/16,5:24:17,33,1,0,0,Complete/M10/Baboon,11120114.JPG
286292,K06,Baboon,3/25/17 5:24,3/25/17,5:24:20,242,4,0.1,0,Complete/K06/Baboon,EK000070.JPG
286293,K06,Baboon,3/25/17 5:24,3/25/17,5:24:21,1,0,0,0,Complete/K06/Baboon,EK000071.JPG
284944,K06,Baboon,11/19/16 5:24,11/19/16,5:24:39,66,1,0,0,Complete/K06/Baboon,EK000347.JPG
284945,K06,Baboon,11/19/16 5:24,11/19/16,5:24:39,66,1,0,0,Complete/K06/Baboon,EK000348.JPG
339568,M10,Baboon,11/25/16 5:24,11/25/16,5:24:42,50,1,0,0,Complete/M10/Baboon,11250535.JPG
339569,M10,Baboon,11/25/16 5:24,11/25/16,5:24:44,2,0,0,0,Complete/M10/Baboon,11250536.JPG
285030,K06,Baboon,11/20/16 5:24,11/20/16,5:24:47,43,1,0,0,Complete/K06/Baboon,EK000443.JPG
285031,K06,Baboon,11/20/16 5:24,11/20/16,5:24:48,1,0,0,0,Complete/K06/Baboon,EK000444.JPG
267858,J13,Baboon,12/9/16 5:24,12/9/16,5:24:56,76900,1282,21.4,0.9,Complete/J13/Baboon,EK002153.JPG
267859,J13,Baboon,12/9/16 5:24,12/9/16,5:24:57,1,0,0,0,Complete/J13/Baboon,EK002154.JPG
307229,K12,Baboon,11/25/16 5:25,11/25/16,5:25:12,1356716,22612,376.9,15.7,Complete/K12/Baboon,11250041.JPG
307230,K12,Baboon,11/25/16 5:25,11/25/16,5:25:13,1,0,0,0,Complete/K12/Baboon,11250042.JPG
339570,M10,Baboon,11/25/16 5:25,11/25/16,5:25:17,33,1,0,0,Complete/M10/Baboon,11250537.JPG
285056,K06,Baboon,11/27/16 5:25,11/27/16,5:25:19,83,1,0,0,Complete/K06/Baboon,EK000787.JPG
339571,M10,Baboon,11/25/16 5:25,11/25/16,5:25:19,2,0,0,0,Complete/M10/Baboon,11250538.JPG
284946,K06,Baboon,11/19/16 5:25,11/19/16,5:25:24,45,1,0,0,Complete/K06/Baboon,EK000349.JPG
284947,K06,Baboon,11/19/16 5:25,11/19/16,5:25:24,45,1,0,0,Complete/K06/Baboon,EK000350.JPG
285032,K06,Baboon,11/20/16 5:25,11/20/16,5:25:24,36,1,0,0,Complete/K06/Baboon,EK000445.JPG
285033,K06,Baboon,11/20/16 5:25,11/20/16,5:25:24,36,1,0,0,Complete/K06/Baboon,EK000446.JPG
339451,M10,Baboon,11/12/16 5:25,11/12/16,5:25:29,72,1,0,0,Complete/M10/Baboon,11120115.JPG
339452,M10,Baboon,11/12/16 5:25,11/12/16,5:25:31,2,0,0,0,Complete/M10/Baboon,11120116.JPG
267860,J13,Baboon,12/9/16 5:25,12/9/16,5:25:41,44,1,0,0,Complete/J13/Baboon,EK002155.JPG
267861,J13,Baboon,12/9/16 5:25,12/9/16,5:25:41,44,1,0,0,Complete/J13/Baboon,EK002156.JPG
11685,A10,Baboon,11/11/16 5:25,11/11/16,5:25:53,280,5,0.1,0,Complete/A10/Baboon,11110093.JPG
11686,A10,Baboon,11/11/16 5:25,11/11/16,5:25:54,1,0,0,0,Complete/A10/Baboon,11110094.JPG
284948,K06,Baboon,11/19/16 5:25,11/19/16,5:25:55,31,1,0,0,Complete/K06/Baboon,EK000351.JPG
67852,E06,Baboon,11/23/16 5:25,11/23/16,5:25:56,128,2,0,0,Complete/E06/Baboon,EK001063.JPG
284949,K06,Baboon,11/19/16 5:25,11/19/16,5:25:56,1,0,0,0,Complete/K06/Baboon,EK000352.JPG
67853,E06,Baboon,11/23/16 5:25,11/23/16,5:25:57,1,0,0,0,Complete/E06/Baboon,EK001064.JPG
285034,K06,Baboon,11/20/16 5:25,11/20/16,5:25:58,34,1,0,0,Complete/K06/Baboon,EK000447.JPG
285035,K06,Baboon,11/20/16 5:25,11/20/16,5:25:59,1,0,0,0,Complete/K06/Baboon,EK000448.JPG
285057,K06,Baboon,11/27/16 5:26,11/27/16,5:26:34,75,1,0,0,Complete/K06/Baboon,EK000789.JPG
285058,K06,Baboon,11/27/16 5:26,11/27/16,5:26:34,75,1,0,0,Complete/K06/Baboon,EK000790.JPG
284950,K06,Baboon,11/19/16 5:26,11/19/16,5:26:35,39,1,0,0,Complete/K06/Baboon,EK000353.JPG
284951,K06,Baboon,11/19/16 5:26,11/19/16,5:26:35,39,1,0,0,Complete/K06/Baboon,EK000354.JPG
339572,M10,Baboon,11/25/16 5:26,11/25/16,5:26:45,86,1,0,0,Complete/M10/Baboon,11250539.JPG
22639,B09,Baboon,12/19/16 5:26,12/19/16,5:26:47,173117,2885,48.1,2,Complete/B09/Baboon,12190269.JPG
339573,M10,Baboon,11/25/16 5:26,11/25/16,5:26:47,2,0,0,0,Complete/M10/Baboon,11250540.JPG
22640,B09,Baboon,12/19/16 5:26,12/19/16,5:26:49,2,0,0,0,Complete/B09/Baboon,12190270.JPG
229686,J05,Baboon,11/24/16 5:26,11/24/16,5:26:54,332173,5536,92.3,3.8,Complete/J05/Baboon,11240225.JPG
67720,E06,Baboon,11/6/16 5:26,11/6/16,5:26:56,0,0,0,0,Complete/E06/Baboon,EK000303.JPG
67721,E06,Baboon,11/6/16 5:26,11/6/16,5:26:57,1,0,0,0,Complete/E06/Baboon,EK000304.JPG
285036,K06,Baboon,11/20/16 5:27,11/20/16,5:27:04,65,1,0,0,Complete/K06/Baboon,EK000449.JPG
285059,K06,Baboon,11/27/16 5:27,11/27/16,5:27:16,42,1,0,0,Complete/K06/Baboon,EK000791.JPG
285060,K06,Baboon,11/27/16 5:27,11/27/16,5:27:16,42,1,0,0,Complete/K06/Baboon,EK000792.JPG
339635,M10,Baboon,11/27/16 5:27,11/27/16,5:27:23,81199,1353,22.6,0.9,Complete/M10/Baboon,11270653.JPG
339636,M10,Baboon,11/27/16 5:27,11/27/16,5:27:25,2,0,0,0,Complete/M10/Baboon,11270654.JPG
284952,K06,Baboon,11/19/16 5:27,11/19/16,5:27:32,57,1,0,0,Complete/K06/Baboon,EK000355.JPG
284953,K06,Baboon,11/19/16 5:27,11/19/16,5:27:33,1,0,0,0,Complete/K06/Baboon,EK000356.JPG
91271,F07,Baboon,2/22/17 5:27,2/22/17,5:27:34,42838,714,11.9,0.5,Complete/F07/Baboon,EK001717.JPG
91272,F07,Baboon,2/22/17 5:27,2/22/17,5:27:34,42838,714,11.9,0.5,Complete/F07/Baboon,EK001718.JPG
67854,E06,Baboon,11/23/16 5:27,11/23/16,5:27:37,100,2,0,0,Complete/E06/Baboon,EK001065.JPG
67855,E06,Baboon,11/23/16 5:27,11/23/16,5:27:38,1,0,0,0,Complete/E06/Baboon,EK001066.JPG
272732,K04,Baboon,12/31/16 5:27,12/31/16,5:27:40,520,9,0.2,0,Complete/K04/Baboon,12310748.JPG
272733,K04,Baboon,12/31/16 5:27,12/31/16,5:27:42,2,0,0,0,Complete/K04/Baboon,12310749.JPG
229687,J05,Baboon,11/24/16 5:27,11/24/16,5:27:44,50,1,0,0,Complete/J05/Baboon,11240227.JPG
68151,E06,Baboon,12/11/16 5:27,12/11/16,5:27:46,477,8,0.1,0,Complete/E06/Baboon,EK002221.JPG
68152,E06,Baboon,12/11/16 5:27,12/11/16,5:27:46,477,8,0.1,0,Complete/E06/Baboon,EK002222.JPG
229688,J05,Baboon,11/24/16 5:27,11/24/16,5:27:46,2,0,0,0,Complete/J05/Baboon,11240228.JPG
284954,K06,Baboon,11/19/16 5:28,11/19/16,5:28:10,37,1,0,0,Complete/K06/Baboon,EK000357.JPG
284955,K06,Baboon,11/19/16 5:28,11/19/16,5:28:11,1,0,0,0,Complete/K06/Baboon,EK000358.JPG
286326,K06,Baboon,3/29/17 5:28,3/29/17,5:28:16,45191,753,12.6,0.5,Complete/K06/Baboon,EK000504.JPG
285037,K06,Baboon,11/20/16 5:28,11/20/16,5:28:27,83,1,0,0,Complete/K06/Baboon,EK000452.JPG
67856,E06,Baboon,11/23/16 5:28,11/23/16,5:28:30,52,1,0,0,Complete/E06/Baboon,EK001067.JPG
67857,E06,Baboon,11/23/16 5:28,11/23/16,5:28:31,1,0,0,0,Complete/E06/Baboon,EK001068.JPG
284857,K06,Baboon,11/14/16 5:28,11/14/16,5:28:31,1614,27,0.4,0,Complete/K06/Baboon,EK000074.JPG
68153,E06,Baboon,12/11/16 5:28,12/11/16,5:28:52,66,1,0,0,Complete/E06/Baboon,EK002224.JPG
221712,J03,Baboon,11/8/16 5:28,11/8/16,5:28:53,49724,829,13.8,0.6,Complete/J03/Baboon,EK000755.JPG
221713,J03,Baboon,11/8/16 5:28,11/8/16,5:28:53,49724,829,13.8,0.6,Complete/J03/Baboon,EK000756.JPG
141547,H05,Baboon,1/9/17 5:28,1/9/17,5:28:55,337,6,0.1,0,Complete/H05/Baboon,EK002729.JPG
141548,H05,Baboon,1/9/17 5:28,1/9/17,5:28:56,1,0,0,0,Complete/H05/Baboon,EK002730.JPG
339883,M10,Baboon,12/13/16 5:28,12/13/16,5:28:56,40952,683,11.4,0.5,Complete/M10/Baboon,12130160.JPG
339884,M10,Baboon,12/13/16 5:28,12/13/16,5:28:56,40952,683,11.4,0.5,Complete/M10/Baboon,12130161.JPG
67858,E06,Baboon,11/23/16 5:28,11/23/16,5:28:57,26,0,0,0,Complete/E06/Baboon,EK001069.JPG
67859,E06,Baboon,11/23/16 5:28,11/23/16,5:28:57,26,0,0,0,Complete/E06/Baboon,EK001070.JPG
68154,E06,Baboon,12/11/16 5:28,12/11/16,5:28:59,7,0,0,0,Complete/E06/Baboon,EK002223.JPG
339574,M10,Baboon,11/25/16 5:29,11/25/16,5:29:06,139,2,0,0,Complete/M10/Baboon,11250541.JPG
339575,M10,Baboon,11/25/16 5:29,11/25/16,5:29:08,2,0,0,0,Complete/M10/Baboon,11250542.JPG
284940,K06,Baboon,11/18/16 5:29,11/18/16,5:29:24,45310,755,12.6,0.5,Complete/K06/Baboon,EK000333.JPG
284941,K06,Baboon,11/18/16 5:29,11/18/16,5:29:24,45310,755,12.6,0.5,Complete/K06/Baboon,EK000334.JPG
67860,E06,Baboon,11/23/16 5:29,11/23/16,5:29:32,35,1,0,0,Complete/E06/Baboon,EK001071.JPG
67861,E06,Baboon,11/23/16 5:29,11/23/16,5:29:33,1,0,0,0,Complete/E06/Baboon,EK001072.JPG
5070,A08,Baboon,11/22/16 5:29,11/22/16,5:29:48,486142,8102,135,5.6,Complete/A08/Baboon,11220053.JPG
272734,K04,Baboon,12/31/16 5:29,12/31/16,5:29:48,126,2,0,0,Complete/K04/Baboon,12310750.JPG
