,Camera,Species,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName
184614,I06,Baboon,11/25/16 5:49,11/25/16,5:49:35,3,0,0,0,Complete/I06/Baboon,11250502.JPG
83726,E12,Baboon,5/11/17 5:49,5/11/17,5:49:38,42887,715,11.9,0.5,Complete/E12/Baboon,05110432.JPG
286360,K06,Baboon,3/29/17 5:49,3/29/17,5:49:39,58,1,0,0,Complete/K06/Baboon,EK000550.JPG
83727,E12,Baboon,5/11/17 5:49,5/11/17,5:49:40,2,0,0,0,Complete/E12/Baboon,05110433.JPG
286361,K06,Baboon,3/29/17 5:49,3/29/17,5:49:40,1,0,0,0,Complete/K06/Baboon,EK000551.JPG
302064,K08,Baboon,8/26/17 5:49,8/26/17,5:49:53,88,1,0,0,Complete/K08/Baboon,08260738.JPG
302065,K08,Baboon,8/26/17 5:49,8/26/17,5:49:55,2,0,0,0,Complete/K08/Baboon,08260739.JPG
123295,G10,Baboon,2/17/17 5:50,2/17/17,5:50:00,46069,768,12.8,0.5,Complete/G10/Baboon,EK002723.JPG
123296,G10,Baboon,2/17/17 5:50,2/17/17,5:50:01,1,0,0,0,Complete/G10/Baboon,EK002724.JPG
129784,H03,Baboon,3/10/17 5:50,3/10/17,5:50:02,59,1,0,0,Complete/H03/Baboon,03100273.JPG
129785,H03,Baboon,3/10/17 5:50,3/10/17,5:50:02,59,1,0,0,Complete/H03/Baboon,03100274.JPG
163967,H09,Baboon,4/14/17 5:50,4/14/17,5:50:09,77063,1284,21.4,0.9,Complete/H09/Baboon,04140662.JPG
11721,A10,Baboon,11/13/16 5:50,11/13/16,5:50:10,40,1,0,0,Complete/A10/Baboon,11130183.JPG
11722,A10,Baboon,11/13/16 5:50,11/13/16,5:50:10,40,1,0,0,Complete/A10/Baboon,11130184.JPG
163968,H09,Baboon,4/14/17 5:50,4/14/17,5:50:11,2,0,0,0,Complete/H09/Baboon,04140663.JPG
83549,E12,Baboon,3/19/17 5:50,3/19/17,5:50:12,41,1,0,0,Complete/E12/Baboon,03190969.JPG
141749,H05,Baboon,2/18/17 5:50,2/18/17,5:50:12,47261,788,13.1,0.5,Complete/H05/Baboon,EK004367.JPG
141750,H05,Baboon,2/18/17 5:50,2/18/17,5:50:12,47261,788,13.1,0.5,Complete/H05/Baboon,EK004368.JPG
83550,E12,Baboon,3/19/17 5:50,3/19/17,5:50:14,2,0,0,0,Complete/E12/Baboon,03190970.JPG
286362,K06,Baboon,3/29/17 5:50,3/29/17,5:50:16,36,1,0,0,Complete/K06/Baboon,EK000552.JPG
171921,I04,Baboon,1/26/17 5:50,1/26/17,5:50:24,125,2,0,0,Complete/I04/Baboon,01260617.JPG
171922,I04,Baboon,1/26/17 5:50,1/26/17,5:50:26,2,0,0,0,Complete/I04/Baboon,01260618.JPG
68308,E06,Baboon,12/29/16 5:50,12/29/16,5:50:28,55,1,0,0,Complete/E06/Baboon,EK002871.JPG
68309,E06,Baboon,12/29/16 5:50,12/29/16,5:50:28,55,1,0,0,Complete/E06/Baboon,EK002872.JPG
339653,M10,Baboon,11/27/16 5:50,11/27/16,5:50:39,146,2,0,0,Complete/M10/Baboon,11270671.JPG
336189,M08,Baboon,11/27/16 5:50,11/27/16,5:50:40,67945,1132,18.9,0.8,Complete/M08/Baboon,11270445.JPG
339654,M10,Baboon,11/27/16 5:50,11/27/16,5:50:40,1,0,0,0,Complete/M10/Baboon,11270672.JPG
123297,G10,Baboon,2/17/17 5:50,2/17/17,5:50:41,40,1,0,0,Complete/G10/Baboon,EK002725.JPG
123298,G10,Baboon,2/17/17 5:50,2/17/17,5:50:41,40,1,0,0,Complete/G10/Baboon,EK002726.JPG
336190,M08,Baboon,11/27/16 5:50,11/27/16,5:50:42,2,0,0,0,Complete/M08/Baboon,11270446.JPG
339891,M10,Baboon,12/13/16 5:50,12/13/16,5:50:43,70,1,0,0,Complete/M10/Baboon,12130168.JPG
11723,A10,Baboon,11/13/16 5:50,11/13/16,5:50:44,34,1,0,0,Complete/A10/Baboon,11130185.JPG
11724,A10,Baboon,11/13/16 5:50,11/13/16,5:50:44,34,1,0,0,Complete/A10/Baboon,11130186.JPG
339892,M10,Baboon,12/13/16 5:50,12/13/16,5:50:45,2,0,0,0,Complete/M10/Baboon,12130169.JPG
67875,E06,Baboon,11/23/16 5:50,11/23/16,5:50:46,230,4,0.1,0,Complete/E06/Baboon,EK001093.JPG
287164,K06,Baboon,6/22/17 5:50,6/22/17,5:50:46,86,1,0,0,Complete/K06/Baboon,EK007658.JPG
287165,K06,Baboon,6/22/17 5:50,6/22/17,5:50:46,86,1,0,0,Complete/K06/Baboon,EK007659.JPG
67876,E06,Baboon,11/23/16 5:50,11/23/16,5:50:47,1,0,0,0,Complete/E06/Baboon,EK001094.JPG
163969,H09,Baboon,4/14/17 5:50,4/14/17,5:50:48,37,1,0,0,Complete/H09/Baboon,04140664.JPG
163970,H09,Baboon,4/14/17 5:50,4/14/17,5:50:50,2,0,0,0,Complete/H09/Baboon,04140665.JPG
120631,G08,Baboon,3/27/17 5:50,3/27/17,5:50:59,414,7,0.1,0,Complete/G08/Baboon,03290555.JPG
120632,G08,Baboon,3/27/17 5:51,3/27/17,5:51:01,2,0,0,0,Complete/G08/Baboon,03290556.JPG
55526,E04,Baboon,1/12/17 5:51,1/12/17,5:51:05,130,2,0,0,Complete/E04/Baboon,EK004793.JPG
55527,E04,Baboon,1/12/17 5:51,1/12/17,5:51:06,1,0,0,0,Complete/E04/Baboon,EK004794.JPG
284858,K06,Baboon,11/14/16 5:51,11/14/16,5:51:06,1355,23,0.4,0,Complete/K06/Baboon,EK000075.JPG
284859,K06,Baboon,11/14/16 5:51,11/14/16,5:51:06,1355,23,0.4,0,Complete/K06/Baboon,EK000076.JPG
184615,I06,Baboon,11/25/16 5:51,11/25/16,5:51:15,100,2,0,0,Complete/I06/Baboon,11250503.JPG
184616,I06,Baboon,11/25/16 5:51,11/25/16,5:51:16,1,0,0,0,Complete/I06/Baboon,11250504.JPG
255813,J07,Baboon,4/13/17 5:51,4/13/17,5:51:17,193,3,0,0,Complete/J07/Baboon,04130377.JPG
11725,A10,Baboon,11/13/16 5:51,11/13/16,5:51:18,34,1,0,0,Complete/A10/Baboon,11130187.JPG
11726,A10,Baboon,11/13/16 5:51,11/13/16,5:51:19,1,0,0,0,Complete/A10/Baboon,11130188.JPG
255814,J07,Baboon,4/13/17 5:51,4/13/17,5:51:19,2,0,0,0,Complete/J07/Baboon,04130378.JPG
141442,H05,Baboon,12/28/16 5:51,12/28/16,5:51:21,235,4,0.1,0,Complete/H05/Baboon,EK002081.JPG
141443,H05,Baboon,12/28/16 5:51,12/28/16,5:51:21,235,4,0.1,0,Complete/H05/Baboon,EK002082.JPG
163971,H09,Baboon,4/14/17 5:51,4/14/17,5:51:24,34,1,0,0,Complete/H09/Baboon,04140666.JPG
163972,H09,Baboon,4/14/17 5:51,4/14/17,5:51:26,2,0,0,0,Complete/H09/Baboon,04140667.JPG
286363,K06,Baboon,3/29/17 5:51,3/29/17,5:51:27,71,1,0,0,Complete/K06/Baboon,EK000556.JPG
286364,K06,Baboon,3/29/17 5:51,3/29/17,5:51:27,71,1,0,0,Complete/K06/Baboon,EK000557.JPG
67877,E06,Baboon,11/23/16 5:51,11/23/16,5:51:28,41,1,0,0,Complete/E06/Baboon,EK001095.JPG
67878,E06,Baboon,11/23/16 5:51,11/23/16,5:51:28,41,1,0,0,Complete/E06/Baboon,EK001096.JPG
68310,E06,Baboon,12/29/16 5:51,12/29/16,5:51:28,60,1,0,0,Complete/E06/Baboon,EK002873.JPG
68311,E06,Baboon,12/29/16 5:51,12/29/16,5:51:28,60,1,0,0,Complete/E06/Baboon,EK002874.JPG
286438,K06,Baboon,3/31/17 5:51,3/31/17,5:51:28,168601,2810,46.8,2,Complete/K06/Baboon,EK000958.JPG
286439,K06,Baboon,3/31/17 5:51,3/31/17,5:51:29,1,0,0,0,Complete/K06/Baboon,EK000959.JPG
287166,K06,Baboon,6/22/17 5:51,6/22/17,5:51:31,45,1,0,0,Complete/K06/Baboon,EK007660.JPG
287167,K06,Baboon,6/22/17 5:51,6/22/17,5:51:32,1,0,0,0,Complete/K06/Baboon,EK007661.JPG
122097,G10,Baboon,1/15/17 5:51,1/15/17,5:51:37,45450,758,12.6,0.5,Complete/G10/Baboon,EK000903.JPG
5143,A08,Baboon,1/7/17 5:51,1/7/17,5:51:41,72811,1214,20.2,0.8,Complete/A08/Baboon,01070562.JPG
5144,A08,Baboon,1/7/17 5:51,1/7/17,5:51:42,1,0,0,0,Complete/A08/Baboon,01070563.JPG
5115,A08,Baboon,12/20/16 5:51,12/20/16,5:51:47,569,9,0.2,0,Complete/A08/Baboon,12200223.JPG
5116,A08,Baboon,12/20/16 5:51,12/20/16,5:51:47,569,9,0.2,0,Complete/A08/Baboon,12200224.JPG
55528,E04,Baboon,1/12/17 5:51,1/12/17,5:51:47,41,1,0,0,Complete/E04/Baboon,EK004795.JPG
55529,E04,Baboon,1/12/17 5:51,1/12/17,5:51:48,1,0,0,0,Complete/E04/Baboon,EK004796.JPG
141384,H05,Baboon,12/14/16 5:51,12/14/16,5:51:52,244,4,0.1,0,Complete/H05/Baboon,EK001565.JPG
141385,H05,Baboon,12/14/16 5:51,12/14/16,5:51:53,1,0,0,0,Complete/H05/Baboon,EK001566.JPG
123299,G10,Baboon,2/17/17 5:52,2/17/17,5:52:00,79,1,0,0,Complete/G10/Baboon,EK002727.JPG
163973,H09,Baboon,4/14/17 5:52,4/14/17,5:52:00,34,1,0,0,Complete/H09/Baboon,04140668.JPG
123300,G10,Baboon,2/17/17 5:52,2/17/17,5:52:01,1,0,0,0,Complete/G10/Baboon,EK002728.JPG
163974,H09,Baboon,4/14/17 5:52,4/14/17,5:52:01,1,0,0,0,Complete/H09/Baboon,04140669.JPG
316402,L07,Baboon,12/10/16 5:52,12/10/16,5:52:01,80859,1348,22.5,0.9,Complete/L07/Baboon,12100342.JPG
339655,M10,Baboon,11/27/16 5:52,11/27/16,5:52:06,86,1,0,0,Complete/M10/Baboon,11270673.JPG
339656,M10,Baboon,11/27/16 5:52,11/27/16,5:52:08,2,0,0,0,Complete/M10/Baboon,11270674.JPG
339933,M10,Baboon,12/15/16 5:52,12/15/16,5:52:11,53333,889,14.8,0.6,Complete/M10/Baboon,12150286.JPG
339934,M10,Baboon,12/15/16 5:52,12/15/16,5:52:12,1,0,0,0,Complete/M10/Baboon,12150287.JPG
67879,E06,Baboon,11/23/16 5:52,11/23/16,5:52:15,47,1,0,0,Complete/E06/Baboon,EK001097.JPG
67880,E06,Baboon,11/23/16 5:52,11/23/16,5:52:16,1,0,0,0,Complete/E06/Baboon,EK001098.JPG
5145,A08,Baboon,1/7/17 5:52,1/7/17,5:52:17,35,1,0,0,Complete/A08/Baboon,01070564.JPG
287168,K06,Baboon,6/22/17 5:52,6/22/17,5:52:18,46,1,0,0,Complete/K06/Baboon,EK007662.JPG
287169,K06,Baboon,6/22/17 5:52,6/22/17,5:52:18,46,1,0,0,Complete/K06/Baboon,EK007663.JPG
5146,A08,Baboon,1/7/17 5:52,1/7/17,5:52:19,2,0,0,0,Complete/A08/Baboon,01070565.JPG
272698,K04,Baboon,12/23/16 5:52,12/23/16,5:52:19,167,3,0,0,Complete/K04/Baboon,12230566.JPG
68312,E06,Baboon,12/29/16 5:52,12/29/16,5:52:20,52,1,0,0,Complete/E06/Baboon,EK002875.JPG
68313,E06,Baboon,12/29/16 5:52,12/29/16,5:52:21,1,0,0,0,Complete/E06/Baboon,EK002876.JPG
272699,K04,Baboon,12/23/16 5:52,12/23/16,5:52:22,3,0,0,0,Complete/K04/Baboon,12230567.JPG
120544,G08,Baboon,3/9/17 5:52,3/9/17,5:52:25,264,4,0.1,0,Complete/G08/Baboon,03110337.JPG
152857,H07,Baboon,12/4/16 5:52,12/4/16,5:52:25,230902,3848,64.1,2.7,Complete/H07/Baboon,12040598.JPG
201110,I08,Baboon,12/12/16 5:52,12/12/16,5:52:25,389,6,0.1,0,Complete/I08/Baboon,EK000533.JPG
90215,F07,Baboon,11/10/16 5:52,11/10/16,5:52:26,78665,1311,21.9,0.9,Complete/F07/Baboon,EK000697.JPG
90216,F07,Baboon,11/10/16 5:52,11/10/16,5:52:26,78665,1311,21.9,0.9,Complete/F07/Baboon,EK000698.JPG
201111,I08,Baboon,12/12/16 5:52,12/12/16,5:52:26,1,0,0,0,Complete/I08/Baboon,EK000534.JPG
120545,G08,Baboon,3/9/17 5:52,3/9/17,5:52:27,2,0,0,0,Complete/G08/Baboon,03110338.JPG
152858,H07,Baboon,12/4/16 5:52,12/4/16,5:52:27,2,0,0,0,Complete/H07/Baboon,12040599.JPG
201170,I08,Baboon,12/17/16 5:52,12/17/16,5:52:27,53759,896,14.9,0.6,Complete/I08/Baboon,EK000665.JPG
339582,M10,Baboon,11/25/16 5:52,11/25/16,5:52:27,507,8,0.1,0,Complete/M10/Baboon,11250555.JPG
201171,I08,Baboon,12/17/16 5:52,12/17/16,5:52:28,1,0,0,0,Complete/I08/Baboon,EK000666.JPG
141386,H05,Baboon,12/14/16 5:52,12/14/16,5:52:29,36,1,0,0,Complete/H05/Baboon,EK001567.JPG
141387,H05,Baboon,12/14/16 5:52,12/14/16,5:52:30,1,0,0,0,Complete/H05/Baboon,EK001568.JPG
339893,M10,Baboon,12/13/16 5:52,12/13/16,5:52:30,105,2,0,0,Complete/M10/Baboon,12130170.JPG
284860,K06,Baboon,11/14/16 5:52,11/14/16,5:52:32,86,1,0,0,Complete/K06/Baboon,EK000077.JPG
284861,K06,Baboon,11/14/16 5:52,11/14/16,5:52:32,86,1,0,0,Complete/K06/Baboon,EK000078.JPG
339894,M10,Baboon,12/13/16 5:52,12/13/16,5:52:32,2,0,0,0,Complete/M10/Baboon,12130171.JPG
122212,G10,Baboon,1/19/17 5:52,1/19/17,5:52:33,362,6,0.1,0,Complete/G10/Baboon,EK001065.JPG
55530,E04,Baboon,1/12/17 5:52,1/12/17,5:52:34,46,1,0,0,Complete/E04/Baboon,EK004797.JPG
55531,E04,Baboon,1/12/17 5:52,1/12/17,5:52:34,46,1,0,0,Complete/E04/Baboon,EK004798.JPG
122213,G10,Baboon,1/19/17 5:52,1/19/17,5:52:34,1,0,0,0,Complete/G10/Baboon,EK001066.JPG
184617,I06,Baboon,11/25/16 5:52,11/25/16,5:52:34,78,1,0,0,Complete/I06/Baboon,11250505.JPG
286953,K06,Baboon,5/29/17 5:52,5/29/17,5:52:34,404969,6749,112.5,4.7,Complete/K06/Baboon,EK006294.JPG
286954,K06,Baboon,5/29/17 5:52,5/29/17,5:52:34,404969,6749,112.5,4.7,Complete/K06/Baboon,EK006295.JPG
184618,I06,Baboon,11/25/16 5:52,11/25/16,5:52:36,2,0,0,0,Complete/I06/Baboon,11250506.JPG
286365,K06,Baboon,3/29/17 5:52,3/29/17,5:52:36,69,1,0,0,Complete/K06/Baboon,EK000560.JPG
286366,K06,Baboon,3/29/17 5:52,3/29/17,5:52:36,69,1,0,0,Complete/K06/Baboon,EK000561.JPG
267888,J13,Baboon,12/12/16 5:52,12/12/16,5:52:57,345,6,0.1,0,Complete/J13/Baboon,EK002333.JPG
267889,J13,Baboon,12/12/16 5:52,12/12/16,5:52:58,1,0,0,0,Complete/J13/Baboon,EK002334.JPG
68314,E06,Baboon,12/29/16 5:53,12/29/16,5:53:07,46,1,0,0,Complete/E06/Baboon,EK002877.JPG
68315,E06,Baboon,12/29/16 5:53,12/29/16,5:53:07,46,1,0,0,Complete/E06/Baboon,EK002878.JPG
141388,H05,Baboon,12/14/16 5:53,12/14/16,5:53:07,37,1,0,0,Complete/H05/Baboon,EK001569.JPG
141389,H05,Baboon,12/14/16 5:53,12/14/16,5:53:08,1,0,0,0,Complete/H05/Baboon,EK001570.JPG
339895,M10,Baboon,12/13/16 5:53,12/13/16,5:53:11,39,1,0,0,Complete/M10/Baboon,12130172.JPG
142119,H05,Baboon,4/2/17 5:53,4/2/17,5:53:13,48381,806,13.4,0.6,Complete/H05/Baboon,EK006439.JPG
142120,H05,Baboon,4/2/17 5:53,4/2/17,5:53:13,48381,806,13.4,0.6,Complete/H05/Baboon,EK006440.JPG
339657,M10,Baboon,11/27/16 5:53,11/27/16,5:53:13,65,1,0,0,Complete/M10/Baboon,11270675.JPG
287170,K06,Baboon,6/22/17 5:53,6/22/17,5:53:14,56,1,0,0,Complete/K06/Baboon,EK007664.JPG
287171,K06,Baboon,6/22/17 5:53,6/22/17,5:53:14,56,1,0,0,Complete/K06/Baboon,EK007665.JPG
339896,M10,Baboon,12/13/16 5:53,12/13/16,5:53:14,3,0,0,0,Complete/M10/Baboon,12130173.JPG
339658,M10,Baboon,11/27/16 5:53,11/27/16,5:53:15,2,0,0,0,Complete/M10/Baboon,11270676.JPG
272700,K04,Baboon,12/23/16 5:53,12/23/16,5:53:16,54,1,0,0,Complete/K04/Baboon,12230568.JPG
272701,K04,Baboon,12/23/16 5:53,12/23/16,5:53:17,1,0,0,0,Complete/K04/Baboon,12230569.JPG
120546,G08,Baboon,3/9/17 5:53,3/9/17,5:53:27,60,1,0,0,Complete/G08/Baboon,03110339.JPG
284862,K06,Baboon,11/14/16 5:53,11/14/16,5:53:28,56,1,0,0,Complete/K06/Baboon,EK000079.JPG
120547,G08,Baboon,3/9/17 5:53,3/9/17,5:53:29,2,0,0,0,Complete/G08/Baboon,03110340.JPG
284863,K06,Baboon,11/14/16 5:53,11/14/16,5:53:29,1,0,0,0,Complete/K06/Baboon,EK000080.JPG
267890,J13,Baboon,12/12/16 5:53,12/12/16,5:53:33,35,1,0,0,Complete/J13/Baboon,EK002335.JPG
267891,J13,Baboon,12/12/16 5:53,12/12/16,5:53:33,35,1,0,0,Complete/J13/Baboon,EK002336.JPG
83361,E12,Baboon,2/3/17 5:53,2/3/17,5:53:44,307968,5133,85.5,3.6,Complete/E12/Baboon,02030463.JPG
83362,E12,Baboon,2/3/17 5:53,2/3/17,5:53:45,1,0,0,0,Complete/E12/Baboon,02030464.JPG
141390,H05,Baboon,12/14/16 5:53,12/14/16,5:53:48,40,1,0,0,Complete/H05/Baboon,EK001571.JPG
141391,H05,Baboon,12/14/16 5:53,12/14/16,5:53:49,1,0,0,0,Complete/H05/Baboon,EK001572.JPG
163975,H09,Baboon,4/14/17 5:53,4/14/17,5:53:52,111,2,0,0,Complete/H09/Baboon,04140670.JPG
163976,H09,Baboon,4/14/17 5:53,4/14/17,5:53:54,2,0,0,0,Complete/H09/Baboon,04140671.JPG
201112,I08,Baboon,12/12/16 5:53,12/12/16,5:53:55,89,1,0,0,Complete/I08/Baboon,EK000535.JPG
201113,I08,Baboon,12/12/16 5:53,12/12/16,5:53:55,89,1,0,0,Complete/I08/Baboon,EK000536.JPG
287172,K06,Baboon,6/22/17 5:53,6/22/17,5:53:56,42,1,0,0,Complete/K06/Baboon,EK007666.JPG
68316,E06,Baboon,12/29/16 5:53,12/29/16,5:53:57,50,1,0,0,Complete/E06/Baboon,EK002879.JPG
68317,E06,Baboon,12/29/16 5:53,12/29/16,5:53:57,50,1,0,0,Complete/E06/Baboon,EK002880.JPG
287173,K06,Baboon,6/22/17 5:53,6/22/17,5:53:57,1,0,0,0,Complete/K06/Baboon,EK007667.JPG
